Text,Is_PII
I have round trip reservations for ---- and --------------------------------------- to --------------------- leaving Nov. 24 returning Nov. 28. I need to print the tickets again. Lost in relocation.,
How do I get a receipt for a trip I took last week? I need to submit to my company for reimbursement,
cAN i LEAVE MY CAR AT dEERFIELD WHILE AWAY ON MY TRIP?,
Please provide auto number information for those who may have lost ot,
Hi -----. How do I associate an existing registration with a new profile?,
I am looking to see how much a round trip ticket from Atlanta Ga today for an adult and a month old child round trip to Phila 30 station would cost with a return date of dec 5th,
"Hi there, I wanted to cancel a trip scheduled for today. I couldn't seem to find it with the record locator numbers I got in my email so I was having trouble canceling the trip on my own.",
Good morning. I entered my email address to hvae my password reset (twice) and no password was sent to me. I checked the Junk/Spam folder but there is nothing. How do i rectify this?,
i am trying to buy tickets< i don't see where the purchase key is,
When does the cname- train leave Portland OR for Vancouver BC on Dec 28?,
MY PASSWORD DOESN'T WORK. I RESET AND IT STILL DOES NOT WORK,
WHAT STOP DO I GET OFF AT IN SAN FRANCISCO FROM SACRAMENTO CA,
Phone number? Looking to make long day visit to Seattle on November29th,
I can't not find a ticket from Shreveport LA to Waco TX,
I would like to change my destination from Boston South Station to Boston Back Bay. How can I modify my reservation?,
Hi there. I work for a non profit organization and we are inquiring about in-kind advertising for our accessibility programs. Our office is located in New York City & in close proximity to cname-,
when will the train from St. Paul To Everett Arrive in Everett,
Hi I wanted to receive a quote for transporting my vehicle from Miami to Los Angeles.,
I have not received tickets or a confirmation for a ticket I bought two weeks ago,
Help me with round trip fares from Tacoma WA 12/19/15 to San Juan Capistrano CA returning 12/27/15 lowest fare.,
can you help me I need to get a round trip ticket from Chicago IL to Riverside California,
I chose value because it offered student discount; but I don't see that option as I order,
"Hi. I am trying to book my travel, and I am disabled, but can't figure out where to click for disabled status.",
"how much is the roundtrip ticket from Metropark, Iselin, NJ to Atlanta, GA",
"I keep getting a spurious error message ID 108A saying ""cannot find train service matching your request"", which of course is not true, I travel this route routinely. What is the problem?",
I am having trouble figuring out how to book a round trip ticket from Chicago Union Station to Champaign Illinois,
DO I HAVE TO GET TWO SEATS IF I ONLY NEED 1,
do i need to buy a ticket for my 3 year old,
I need to pick someone up from the Union Depot in St paul Minnesota. What address do I put in my GPS,
Hi ----- I purchased my ticket this morning and I did not recieve,
what time should i arrive at the Sacramento station for a 12:10pm departure?,
"I am trying to book round trip tickets from Richmond, Va to New York City from Dec. 20 -22. Why is it making me return on the 23rd?",
I booked a train but it is departing from BWI and I want to depart from Baltimore Penn Station,
"I'm making a reservation for two people and don't understand what the ""4 business class seats"" means on both departure and arrival trips.",
"Im trying to find the price for a round trip for 2 aaa adults from columbia, sc to penn station in New york leaving Dec 10 and returning dec 13",
"i have a ticket now, going from boston to savannah, but I want to add a sleeper to this ticket",
I can't find an email that was sent to me with the reservation number for the thruway bus. I only have an itinerary page. How can I find the reservation number?,
I booked an e-ticket but it never showed up in my e-mail,
Where can I get information about cname- packages from Albany for attending Radio City Music Hall Christmas show?,
I am traveling with my husband and 2 children on the 9;46 from 228 Westwood station tomorrow for New york . w e have 3 roller type suitcases how do we check them nfor the trip?,
I have a questions about the 92 Silver Star from Tampa to Charlotte,
I made my train reservation yesterday. The pdf ticket was supposed to be sent to my email address. I did not receive the email.,
"Hi, i would like to change the time of my trip. Would that be possible?",
I am interested in going to New Orleans sometime in March 2016. there will be 3 passengers and one of those is in a wheelchair. I need dates for that month when the train is avaliable.,
"what is the closes train station from one university drive, orange ca to go to san diego",
Do I need to provide identification for my 5 year old child?,
I have a reservation on thanksgiving morning and just remembered I also have an upgrade certificate. how can i apply it to my trip,
Hi im looking for rates leaving Flordia to Texas with a dog,
i need help getting a receipt or invoice for a trip I took,
How do I prove my senior age when buying an e ticket online?,
I cannot find my new E-ticket for my revised trip to ct.,
"what is the fair from NYC Penn Station to Philadelphia on Tuesday, December 8th in the evening?",
I wish to travel from San Luis Obispo to San Antonio but not through Emeryville.,
HOW FAR IN ADVANCE DO WE NEED TO SHOW UP BEFORE OUR DEPARTURE?,
"Can we call our station, Buffalo Depew, to ask a question about parking there?",
I have my ticket for an cname- vacation. How do I read the ticket to insure I get the rooms I selected at time of purchase?,
I am getting a random email saying i need to pay for ------ . is this spam? I don't use cname-,
hi bought a first class ticket but it does not say so on the ticket i printed ho come,
"does the Cary, N.C. station have lockers to rent to put your bags in while waiting for the train to Durham?",
"I am trying to apply an evoucher to this purchase but it is not allowing me to do this.,. The voucher # is ---------- - can you fix this?",
"I am traveling coach on 516 today to Stanwood,WA. Will the conductor have assigned seats for us before we board?",
I already purchased tickets but they have not been mailed to me.,
"A few months back, I applied for an advertised job with cname-. Is there any way to find out what is the status of my application - are they considering me, not considering me ?",
my computer is having problems and I can't get a confirmed change of schedule. my reservation number is ------. I made a change from Dec 1to Dec 3. Can you make the change for me.,
I am taking the NE Regional #65 leaving OSB at 11:53 pm to NPN. Will there be cafe car service on this 12 hour trip?,
"I live near Springfield, MO. want to get to Jacksonville, nc. Best route?",
"Can you please send me a list of when the train arrives in Reno, Nevada?",
I'm wondering what time the train arrived from Washington DC in to the Sanford Florida station this morning,
Looking for saver fare to Pen Station (NYC) from RNO anytime can you find one ?,
"Hello, I was a passenger on the cname- going from saint Louis to chicago. I lost my phone and I was wondering if your staff has recovered it. It's a cracked black iphone 6. Please contact me asap.",
"Do you have service between Kingman, AZ to the Grand Canyon Rim",
Hi I purchased a ticket from Oceanside CA to Los Angeles Union Station on the surfliner train tomorrow (Thanksgiving).,
"If i have an evoucher and know that I will not be able to use it within the year, can It be a refund instead?",
Hi ----- I was just wondering about open on a train going to Macomb.,
I am trying to book a train/bus route but it willnot let me,
If a cname- bus is running late to get passengers to cname- train will train wait a few minutes or no train doesn't wait,
is there a phone number to call to see if a train is on time?,
I am trying to get from King Street Metro Station to Route 1 and Guston Rd.,
We have a small service dog. Are there stops on the way to let dog out to bathroom?,
What seats are available on the 515 train from Chicago IL to Springfield IL,
"i purchased tickets online, but accidentally sent them to the wrong email. what can i do to recover my e tickets?",
when oh when are they going to put a route through Ft Woth west to El Paso and Fort Worth to Denver so we don't have to contend with those crowded busses,
Hi I need to change my room type for an existing reservation,
I will be buying a ticket for my son from Peoria to Albuquerque. I am buying the ticket online. The train station is in another city so he will have to take the,
HOW MUCH IS ONEWAY TICKET ON SILVER STAR IN A FAMILY BEDROOM PLEASSE,
I have a 13 lb terrier. Can I take her on the auto train from va to fl?,
My wife had a stroke in the St Paul area. I'm in Green Bay. What's the best way to get there fast?,
"Hi -----. I liked to book 2 senior tickets for Dec 19 round trip and in the return on Dec 22nd I like to add two Adults and tow children ages 12, and 10",
I'll be leaving Fullerton CA and need the name of the San Diego station near Little Italy/Seaport Village,
I made a change in my round trip ticket but didn't get a new ticket. Do I need one.,
Hello. I bought a 2 way ticket and lost it is there a way to get a replacement,
"i have two carry-on bags plus a cpap machine, would that be okay?",
I checked on line to buy tickets but it said there was no seats left but when I called them they booked me a seat. am I guaranteed that seat since I paid for it?,
"I'd like to take the Pacific North West Train from Suisun/Fairfield, Ca.",
"What is the latest train tomorrow, Saturday night to Seattle form Vancouver, BC",
My son is traveling on 352 Wolverine train from Chicago to Ann arbor Michigan. What gate or platform should he go to at union station. He is on 352 leaving as t 1250pm,
if a pax is 17 does he need to have an id or can someone vouche for him,
I am invite rested in the auto-train from VA to FL. Are very small pets allowed on the train?,
how do I find train travel from seatle wash to ankorage alaska,
i have a 10 ride multi ticket - where can i review the rides that i have taken?,
how much is a one way ticket to grand junction from denver colorado,
"Hi -----, was wondering how long it took from va to txt on cname-",
I am having trouble paying for my ticket;it's been added to the cart...,
"For the past 3 days I've tried to find tickets, only to get this error. How do I fix it? Sorry for the inconvenience. Currently there is a system issue preventing your request from being processed.",
I tried to change my password but the system said it could not process. Now I cant login using the old or new email,
"I have my ticket St. L.- Chicago, when I leave St. l. do I have to check in with anyone, what do I do?",
#NAME?,
"I just tried to buy a ticket, put in all info, and additional credit card verification and then it froze up. was ticket purchased?",
Are bicycle permitted in the train car on the 98 Silver Metor from Miami FL to Jacksonville FL? boxing the bikes is not an option as,
Good morning I would like to ask why it's not alone we book a ticket,
"Want to purchase roundtrip tickets for autotrain, Lorton to Orlando for 2 seniors , tjhird or fourth week in december,returning 1st week April, 2016. What dates are availbale for roomette or bedroom?",
"I want to see if there are any trains that go from Ocala, Fl to San Diego, CA Date is flexible. Anytime after Dec.25.",
How much is sticker from Florence sc to Atlanta ga on 11/30/15?,
"Hello, can I login to cname- using my cname- Guest Rewards information?",
How do I contact cname- at Chicago Union Station to see if they have something that I lost?,
"Hi -----, I am trying to travel from LA, CA to SF, CA by train. Is there a direct train route?",
Trying to cancel my reservation and credit my credit card but error message says the expiration date on my credit card is wrong. It is not wrong.,
How much is the train to Leavenworth for two? I will be working out of town and can't call! Thanks,
I am trying to cancel reservation ###### but website rejects card expiration date.,
What is the phone number for the cname- station in garden city kansas,
How do I merge my cname- Account with cname- Guest Rewards w/ one login?,
"Hi,----- question if I,buy a ticket via internet in kansas city for my sister coming from naperville il. can i send the ticket # can she pick up her ticket at the naperville station??Tx.",
"what is it going to cost me to go from riverside ca to chicago? leaving 12/16 , returing 12/30?",
i would like to book a trip ffom penn dtation north and returning to croton hatmon between 3 and 7 pm,
"Trying to plan a trip from Chipewa Falls, Wi to Raton, NM",
hi -----.... i would like to make an alteration to my ticket reservation,
Can you tell me why I have not received my e ticket,
I am trying to get a quote for fares from Deland Florida to Williston North Dakota and exclamation comes up in Red what does that mean?,
I am trying to book saver fair of 95.00 from Sanford to Lorton on Jan 3 but I don't receive the discount. Why?,
need to get to lost creek w va nearest train station to,
"I'm trying to schedule the autotrain from my profile, and it takes all my info but when it gives me the calendar.it won't go past dec 2015",
"I am trying to log in. I changed the password, have entered the new password and my membership number--have also tried using my e-mail--but i am unable to log in.",
I ordered a ticket for January 3 2016 at 4:04pm leaving Trenton and heading towards Newark De. I exited out before I could get my confirmation number down but I didn't receive an email about it either,
Are there any tickests I can book on the Cresent this winter?,
i am trying to find out if kingston r.i. station has overnight parking free?,
"Hi, I'm taking the 2224 Thruway Bus this evening departing BWI at 6:21pm. Is the Thruway Bus a bus or a train?",
"Hello, would you please e-mail me a receipt for my trip, Reservation # ------.",
"trying to us AAA for discount on 2 value round trip adult tickets, am i able to do this?",
what is the phone number for reservations? Not getting information I need online. Thanks,
When is the next available first class bedroom on auto train round trip from Sanford to Lorton,
What is the price to go to hartfield ct from ardmore pa on tuesday,
I need to know the price of a round trip from Buffalo NY to Chicago IL in March.,
hi to get from ny to fla the only stations r lorton va to sanford flais that right,
"Price of trip on auto train in Morton ,vs to Orlando, florida for two seniors in afternoon or early evening on Dec 28",
Looking for a view liner bedroom from Alexandria va or Washington pen station to New York penny station,
Can I purchase a train ticket after getting onto the train instead of purchasing it before boarding the train?,
why can't I book RTE to NYP on Dec. 29 using Guest Rewards points?,
I want a coach for a night trip to Montreal from NYC so I could sleep,
I thought I signed in as a senior citizen. How can I confirm that??,
"I've already registered my email address, but don't remember my password. I have requested a new one, but am not receiving the email to reset. Already have a Guest Rewards account as well. What do",
Do you sell cname- gift cards for train travel to present to someone for the Holidays,
How do I get from the Philadelphia 30th Street cname- station to the Philadelphia airport?,
I need a roundtrip ticket from orlando to west palm beach leaving on December 4th and returning December 6,
can I modify a reservation by adding a stop to further down the track,
Want to leave in the AM on 12/11 from Fullerton. Aren't there any morning trains?,
do I need to puechase a train ticket before I can board the thruway bus from San Francisco to the Emeryville station?,
I have a profile with cname- but my email address has changed. How do I update my profile?,
"how much is the fair from Kissimmee, FL to Hartford, CT either the third week in Dec.or first week in Jan or",
"How long will it take me to Meridian, MS from Ney York-Pen Station?",
Hi ----- What time should we be at the Whitefish station if we are departing at 7:46am?,
How much for a oneway ticket from Albany Ore to Cleveland OH for 1 adult?,
I have bought a one way ticket from Tacoma Washington to Salem Oregon on December 9 and cannot find it in my inbox. I don't know the reservation number. Can you help me?,
"Departing from Wilmington New Jersey to Burbank , Ca. 91501 how many days travel",
"need my itenary for trip in December leaving boston 12/27/15 returning january 3, 2016 -------------",
I NEED TO KNOW HOW MUCH IS A TRAIN TICKET FROM NEW JERSEY TO PHOENIX AZ,
Can I use the Rail Travel Privilege card to but tickets on line?,
why is the fare listed as $117 but then on the itinerary comes up as 138?ye,
"I missed my train on Saturday, Nov.28, 2015. I would like a credit for the $176.00 to be applied for future traveling sice I did not use it.",
I want to know the fear for traveling from Tucson to Panorama city calif,
#NAME?,
Why can't I have 2 adults and a child in a room?,
Whats round trip fare from Rocky Mt. NC to 30th St station in Philadelphia on January 15th and returning on January 18th,
"Hi, I am interested in booking a trip from dunsmuir to san luis obispo, but when i try to book online, I don't see business class available",
"Hi, Just trying to find out if the train from San Diego to Grover Beach is on time",
"Hi. I need to commute from Irvine, CA to Santa Barbara on a daily basis. What is the most economical option for me?",
Can I bring a pillow and blanket onboard to reserved coach seat,
what station is the cal. zephyr stop at and does it go to portland,
"I wanted to modify my ticket for today, however I received a a message that I need to use the same credit card as before as I won't be able to . I had to cancel that credit card",
we booked a train via your website but we are charged twice on our creditcard,
"How many points do I have on my cname- account, ############? Thanks, -----",
"my case number is ####### and trip confirmation is ------, but I cannot get through to lost and found",
why is my group tickets more than if I purchase them along?,
I am buying my aunts ticket online. She will be leaving from New York to Washington. She wants an actual ticket in hand. She cannot use the computer and she leaves at 5:30am window opens at 6:00am,
how long would it take to get from New York to Los Angeles,
i need help trying to find how many days it will take to get from new york to los angles on a train,
Is there a parking lot at the Jacksonville station where I can park my car for 2 nights while I travel on the train,
"I don't want to book the hotel, just train from Vancouver, BC to Seattle, Washington so can I continue my reservation",
if i leave utica on january 17 2016 in the morning what time do i get to philadelphia pa,
"How do I get from Hartford, CT to Morristown, NJ or near it?",
"Hi there, Im wondering if when I buy a superliner room - is that two tickets or one?",
I sent a package by cname- and I want to know the status,
"Hi, last week I saw that the promotional fare for Auto train was $95 per adult. Not able to see that in my cart",
Can only get one way instead of round trip. There doesn't seem to be a second page for returns.,
"Hi, how much does it cost roundtrip , from Norfolk VA to Raleigh, NC, if I leave Dec 19th and return Dec 24th",
I am a AAA card holder. I want to purchase a ticket for a relative. Could I use the AAA discount if im not the one traveling?,
I need to know the cost and schedule of the shuttle that goes from union station to lax,
im trying to schedule a trip but its not letting me it states my log in is not valid,
"Is there a train stop near Fairfield, CA on the line to Reno, NV?",
We have tickets for tomorrow morning @7:25 can we change and leave @ 8:43?,
"Hi -----, I am looking into purchasing a ticket on the cname- from New york to Washington DC in January. Train tickets say ""no baggage check-in"" does this mean that I cannot bring a suitcase with me?",
"Is there a train from Palm Springs, CA to St. George Utah",
"Hi -----, I've reserved train on Jan. 18, 2015 (at 8:30 AM departure) in New york Pennstation",
I need to look at a weekday schedule for the Newburyport Rockport train line.,
"My mother bought my ticket and accidentally put her name instead of mine, I am worried they will not let me use the ticket",
hello i need to know a price from springfield ma to aberdeen md,
I am a single mom with 3 children 2 - 3 - & 7 yrs of age why do I have to pay an adult fee for my 7 yr old,
"hi want to take a train to south centeral Colorado from Denver, but site keeps putting me on a bus,",
Can I make a reservation now and pay for the tickets in cash at the station?,
I am trying to book a round trip from San Antonio to El Paso around January 1 and coming back 5-7 days later I can't seem to do it,
Are there any additional safety measures being taken on the auto train?,
Hello my name is --- I would like to know how long does it take from Eugean OR. to Lancaster CA,
#NAME?,
If I buy a ticket for a certain departure time can I catch a later train if I miss that time?,
I am trying to find a train from Philadelphia to New York Penn and have a bag I need to check what are my options,
When I tried to pay with my American Express card I couldn't continue because I got a message that my number was too short. My card number was correct.,
This is our first time on a train. Do I get assigned seats? Have a family and need to make sure we have seats together with the kids? Thanks,
"Hi -----, I'm not able to type in my card security code",
"hello. -----, i just tried to buy tickets. But, I am not sure if it is successful or not",
how do I book round trip tickets from newark penn station to cary north carolina?,
I'm a person with a disability I'm under 65 what document do I need to present,
"i purchased a ticket for my son and he never used it ,can i get a refund ?",
I will be leaving the BWI station. How long ahead of time do I need to get there? I have my ticket.,
"How long is the train ride from Boston, Massachusetts to Birmingham, Alabama?",
I need to reset my password but I haven't received the email to do so.,
Hi ----- do you have a Train that runs from San Diego to Everett Washington or does it just go to Seattle Wa,
I have ticket on the 330 Northwest Regional tomorrow; is it possible to switch to the 2 pm?,
"I have a trip planned for 12/04/15 from Eugene, Oregon to Portland, Oregon. I need to extend my itinerary to Vancouver, Washington. How can I do this?",
"I wanted a ticket from Baltimore penn station to New York Penn station and just noticed that my assistant booked me from BWI to NY Penn, can this be corrected?",
I did not use a one way ticket from 11/20. can that ticket be credited towards a future trip,
I forgot my password and clicked on the link asking that it be sent to me. That was hours ago. I still don't have an e-mail with the new password.... What do I do now?,
Hi i want yo know if hoy have auto train Virginia to Denver ??,
If I have tickets for your south station in Boston mass .with arrivel time 10:10 pm,
"Hi -----, I bought a ticket for my son to come home from Washington DC to Stamford Ct scheduled to travel on November 13. The train was late, so my wife bought him a more expensive ticket. I would",
"I want to reserve reservations from Buffalo/NYC for Sunday leaving exchange street - reservations say empire service i don't know what that means, is it not from exchange street in buffalo",
"I'm having trouble finding a route from JAN to CLB, what do i need to do",
"I want to get a quote for a round trip. About 4/16/16- 4/20 from Pittsfield ,Mass to Washington DC",
i made a reservation ------ but have not received email with ticket,
"----- I'm trying to pay for my ticket Reservaion #------, but it's showing that I don't have any. Can you help?",
"can I travel from deming, nm. to los angeles, ca. and return the next day.",
"I have bought a ticket for Friday, January 15. Can I change the day of travel to January 14?",
Need information on the Polar Express Train ride from DuQuoin Illinois to Centrailia,
Hi my question is on the 421 eagle leaving Austin on the 19th to LA it departs at 6 30 pm then it goes to san Antonio and leave there at 2 45 am to LA it does not take 8 hours to get t san antiono,
"hi -----, I just bought a ticket and I would like to switch it out for an Acela ticket. Is this possible?",
"hi im trying to find my old reservation for tomorrow to print out, how do i do that?",
I would like a train from oceanside to westwood ca on saturday morning arriving 8:30 am is that an option,
I want to book business class on coast starlight but do not see it listed,
"I would like to see trains scheduled from Syracuse, N.Y. To NYC. Leaving Syracuse around midnight or so to arrive in NYC around 6 Or 7 am",
"how many miles from rochester, ny to washington - union station dc?",
i can not login to my account and the email to reset password is not going to my email,
I made a reservation today but now I cant find it on cname-.com,
I am told to use the find a station link. Where would I find that?,
I need to add my member number to an already booked reservation.,
How long does it take for a password reset to become activated. I just changed mine but the website is still not recognizing it.,
hi could u tell me which track the 2167 Acela might arrive?,
I sent a message prior. Did you see my question? Problems making a reservation and paying with a Visa Card,
I am encountering a system issue that is preventing my request to book at ticket from Union Station CA (LAX) to San Diego CA (SAN),
"why have me fill in all the boxes then respond with ""problem finding service""without giving alternate ideas…can't just guess on train service / stations",
i didnt get the email for changing my password because i forgot,
I am looking for the closest station to Charlottetown pEI from montreal,
"can I pay for my tickets when I get to Sanford, fl?",
How do I find out what type of train I am traveling on,
How can I get from hatfield pa to jfk airport in New york,
bought a train ticket yesterday and sent it to wrong email what do i do,
How much is the ticket from los Angeles CA to oklahoma city ok one way,
Hello how much for a round trip ticket from Detroit to chicago,
What time do I need to be there prior to my trains departure?,
I am looking to go on the starlight express from the bay area to the lake tahoe,
"i requested a ticket at the station, and not an emailed purchase voucher, and boarding pass. what do i do now.",
need to schedule a trip from Niagara Falls NY to Toronto Ont. for the dates of 02/12/2016 thru 02/14/2016,
"will there be track work on 12/25/15 from Boston, MA to New York?",
Do all passengers qyualify for AAA discount if only one passenger has AAA card?,
Hi. I am Military Retired and am looking to get as close to Hilton Head SC on 12/20 and returning 12/27. Can you help me?,
"do you have a train coming from las vegas NV to Burbank, ca",
Is there a phone number I can call to cancel a reservation?,
I 2ant to go from mn to in is there a train that goes there,
"Was thinking of taking train from Fort Lauderdale to South Carolina, what city does it stop in in South Carolina?",
Are teh fares displayed RT or OW based on what was selected?,
I thought I had made reservations for roundtrip tickets for two seniors between Washington Union Station and New York Penn Station leaving Dec. 9 and returning Dec. 11 but did not get email confirming,
how do I find a schedule that tells me when trains are leaving a destination,
Can I book a ticket for someone else using my rewards account?,
why are buses showing up when I want to look at only train schedules?,
"I have a reservation on March 31,2016. I printed the cname-: eTicket Receipt for my trip is this sufficient to get on the train or is there something with the barcode on it ?",
Don't have tickets how do I get them emailed by reservation number,
"omg, this website is TERRIBLE! That was the 5th- the FIFTH- time I've followed your directions and reset my password.",
hi -----. What are the fares to go cname-- with a booth 2 adultsround trip jan. 17 to jan 22? leaving klamat falls oregon to lax,
"Looking for tickets from Philadelphia pa, on 12/18 to Charleston, sc one adult and returning on 12/19 with two children age 8 an 9 years of age",
"When boarding the train from station in Summit, IL going to St. Louis, MO which side of the tracks do you board on?",
"Hi -----, I need to travel from Williston, ND to Havre, MT and return back to Williston with my dog",
"I need to get from oxnard to san francisco on Dec 22, what route and cities should I take",
"Hi -----, I wanted to upgrade our trip from Pittsburgh to NY from December 19 to December 23",
looking for trains from montplier vt to pittsburgh pa on dec 22,
"I have typed in from Grand Juction, CO to Denver, CO as we are an adult with AAA membership and 1 senior. I think everything looks fine, how do I pay for the two coach seats?",
Im trying to enter my departure date but it doesn't allow me to click on it,
"HI, -----, I WOULD LIKE TO TRAVEL FROM DAYTONIA BEACH FL TO DELRAY BEACH FL BEGINNING IN FEBRUARY OF 2016, IS THAT POSSIBLE?",
I would like to know what would be the least expensive ticket got 2 adults and one senior to go from Phoenix AS to Washington DC anytime from January 17 to January 23 .,
I'm trying to purchase a ticket but when I click on the train nothing happens,
im trying to book a ticket for my friend in rocky mount nc,
why does cname- allow non-disabled people to ALWAYS occupy the disabled seats???,
I am trying to log in - I clicked Forgot password - but that is still not working.,
I am so frustrated with your site. I am trying to buy a gift certificate and at checkout it keeps asking me to log in or checkout as a new customer. Keeps telling me my login info is wrong!!!!!!,
"What would be the best option for traveling between Philadelphia, PA and Denver, CO areas in summer 2016 for 3 adults?",
Just completed a critical survey on NYC to DC Acela service 11/24/15. MUCH of my negative numbers reflects Congress' failure to adequately fund cname-. NOT YOUR FAULT-but Congress hates NYC!,
is there a phone number for the cname- in ann arbor Michigan?,
hello I have a question regarding the statement no checked baggage> does this apply to a carry on case?,
Hello: I called and booked tickets from Port Huron to Chicago from Dec. 8- Dec. 12. I am not able to find the email with the tickets attached.,
"are there any trains from MET to PVD, friday night, DEC 11, 2015?",
"what is cost for roundtrip from Atlanta, GA to Newport News, VA 23607",
Hello can I pay at the station I don't have a card,
I forgot my password to long in an I'm not receiving an email on how to retrieve it,
I have a California rail pass do I need to make reservation by phone or can it be done online?,
I recently purchased a ticket and it doesn't show up on my account,
From penn station nyc I am taking the 291 cname- leaving at 3:15,
how much does the tickets cost to go to flordia from baltimore,
In the past there have been one or two unhelpful conductors during the boarding process. I have seen an improvement over the years and am pleased. Sometimes it's hard to understand the announcements,
The method to receive ticket is in active preventing me from making my reservation,
"I NEED A TRAIN FROM OSCEOLA, IOWA TO PHOENIX, ARIZONA AFTER CHRISTMAS THAT RETURNS TO OSCEOLA AFTER NEW YEARS DAY",
"i need to get my mother-in-law from prescott valley az to kingman az, how can I get the shortest route?",
I would like to change my reservation but the website won't allow me since I am paying with a different credit card from the one I purchased the original ticket,
I asm trying to find a date opened to buy tickets for my son's family of 4 no one is disabled I will not be going any date in Dec that is available in Dec.,
"Hi, I wanted to book trains for me and my two children, from New York to Lafayette, la. to arrive christmas eve day or early chirstmas day, but it wont' allow me to do so,",
want to get a round trip ticket from needles ca on 12/30/2015 to san Bernardino ca and return on 01/01/2016,
I am trying to log in I have rest my password 3 times already and it will not allow me,
hi ----- - i'd like to purchase rt bus class tickets from los angeles to s,
how do I know when san jose train stops at college park station,
Can you tell me if there is a number I can call to get tickets?,
I need information on cname- going to Randolph Vermont from Chicago Illinois,
I need help seeing a ticket price to travel from Kansas city to Los Angeles on or after the 26th of December,
"Travel Insurance - it says $500 maximum per ticket. My daughter and I are traveling, would the insurance be $500 for each of us. Or $500 for both.",
requested password reset the message said an email was on way.....been twenty minutes...I receive all cname- ad emails...may I have phone number for reservations??,
enrolled in cname- guest rewards after purchasing tickets how do I add the points from the trip,
I have made a reservation as a guest and have now created a profile but cannot see my booking,
can not get the credit card to take. I have all the right information and it just keeps kicking back,
Hi! Can I take a rental car on the Coast Starlight from PDX to CMO return? Thanks,
"if I can not make it, would the ticket be still usable ?",
can we get off the train T CONNELLVILLE AND CATCH THE A TAIN ON TO NEW YORK OR WASINGTON PLEASE,
can we use tickets from Harrisburg pa.to nyc.at middle town pa. station?,
I am taking the silver star and carolinian. Will they have WIFI?,
"what is the schedule for january 7, 2016 if t want to travel from fresno ca back to chatsworth ca",
"If I am trying to get from LAX to OSD and land at the airport at 3:30, if I buy a ticket for the 5:10 train but am able to get to the station for the 4:10 train can I exchange at the station? If not c",
i need to know what station in salinas ca i have to go to to get to san francisco,
IM WONDERING IF YOU CAN TAKE SM ETS VON THE TRIN IM PICKING UIP A PUPPY IN VANCOVER WA AND THAN COMING BACK TO SEATTLE,
"how long is the train ride from new york city to austin, texas",
"My boss has an cname- Guest Account and he would like to use his points or coupons to buy a ticket for his daughter, is that possible?",
I want some specific information on the cname- station in Grand Rapids MI the parking there used to be horrible and I heard they have done some renovaitons. I am wondering if the parking situation i,
I purchased a ticket and Ill like to upgrade to a cabin to sleep ?? Res. #: ------ from LAX to PDX on 12/17/2015,
If you are delayed more than 8 hours can you take a bus to your destination,
I bought a ticket from Union Station Chicago to downtown Milwaukee for tomorrow leaving at 8:05pm. Do I need to switch my ticket if I want to leave earlier? Or can I just show up for the Hiawatha trai,
i just charged a ticket and did not receive e-ticket in my emailthe,
How many hours does it take to travel from New Jersey to New Orleans,
how much is a round trip ticket fro sacramento calif to brookings oregan for( 10 passengerer,
i deleted my e-ticket by mistake can you resend to my email,
"Hi, I purchased three tickets on December 1st for a trip to Bellingham from Seattle, Washington. I am now noticing I never received confirmation. Does this purchase exist?",
"My sister and I want to go from Trenton Transist Center to NY Penn station on November 10, 2015 and return on same day. Departure Train @ 540 AM from Trenton Transite center and eparture from NY is @",
"Hi, I am travelling to Camden SC in Feb and am flying from New Zealand to Charleston. I just want to confirm that there is a train to either Camden or Kershaw from Charleston on 08 or 07th Feb 2016",
what is the price for round trip between toronto and new york,
trying to find a good deal and good timing to go from New york to Baltimore (BWI),
trying to plan route penn ny to montgomery ny. can you help me?,
"Hi does the 54 Vermonter train go from Newark, no to Hartford, ct without any transfers",
is there a train service from los angeles ca to san franciso ca?,
"I have clicked on the price for a coach seat, but when I enter ""add to cart"" it keeps coming back ""select price."" That's pretty use.less",
I purchased a ticket for my son this summer that I never used. I am now trying to track down information on the ticket so that I can use it. Can you help?,
"Hi, I want to travel from Boston (south Station) to NY Penn Station on 5th january at 9:36 pm from Boston. The route is 67 Northeast Regional.",
is there a difference in price between upper level & lower level?,
"on Wednsday, June 22 train numbr 2155 NYC to Washington DC with a first class ticket, is a free meal included ?",
do you have seats available for this evening for travel from Chicago to Springfield,
"what is the travel time from Houston, TX to Quincy, IL by train?",
"I reserved a train trip with one thruway bus seat, I have no information about that reservation on my e-ticket",
I want to know the cheapest evening train fromNYP to WAS thisFriday.,
"I've entered the destination city, the arrival city, the departure date and the time, but when I click find trains, it does not execute the search for me. Is there another way to check availability?",
I am not sure that the trip I just booked went through,
Can you get off the train and stay the night in city,
can i take my pet witm me iam planing on traveling from chicago il to salt lake city ut,
i want to know what site for cname-- to apply for jobr,
how much is round trip from Anaheim tostation to El Paso Texas,
There is an error message when I tried to purchase my tickets please help,
"I have a member number, how do I apply it to my travel this week",
I live in florida and want to take the train to boston,
Can my ticket be used to board at a different stop along the way?,
"If I have a ticket for a certain time but could use an earlier ticket, what do I do?",
"i cannot purchase ticket. notice says i have an invalid character, which i do not.",
